Data;IBOVESPA;IVVB11;DÓLAR;IFIX;OZ1D
06/10/2017;-0,73%;0,01%;-0,26%;-0,28%;-0,67%
05/10/2017;0,03%;1,24%;1,46%;0,05%;-0,20%
04/10/2017;-0,22%;-0,36%;0,53%;0,13%;0,20%
03/10/2017;3,23%;-0,20%;0,32%;0,44%;-0,74%
02/10/2017;0,09%;0,10%;0,19%;0,18%;0,37%
29/09/2017;0,99%;-0,06%;-0,30%;0,32%;2,13%
28/09/2017;-0,31%;-0,30%;0,51%;-0,03%;0,69%
27/09/2017;-0,70%;1,29%;0,11%;0,06%;-0,90%
26/09/2017;-0,17%;0,27%;-0,21%;0,14%;-0,01%
25/09/2017;-1,26%;0,73%;-0,15%;-0,16%;0,30%
22/09/2017;-0,28%;-0,43%;-0,26%;0,50%;-0,30%
21/09/2017;-0,53%;-0,13%;0,39%;-0,09%;-0,75%
20/09/2017;0,04%;0,10%;0,96%;0,61%;0,52%
19/09/2017;-0,02%;0,07%;0,10%;0,02%;1,00%
18/09/2017;0,31%;0,77%;-0,59%;0,59%;-0,76%
15/09/2017;1,47%;0,18%;-0,44%;0,71%;0,00%
14/09/2017;-0,18%;-0,65%;-0,12%;0,21%;-0,75%
13/09/2017;0,33%;0,12%;-0,60%;0,29%;-1,04%
12/09/2017;0,30%;1,24%;-0,19%;-0,63%;1,36%
11/09/2017;1,70%;1,20%;0,81%;0,69%;0,45%
08/09/2017;-0,45%;-0,47%;0,83%;1,20%;-0,68%
06/09/2017;1,75%;0,04%;0,41%;0,59%;0,45%
05/09/2017;0,03%;-1,75%;-0,20%;0,49%;-0,08%
04/09/2017;0,29%;0,07%;0,21%;0,19%;2,16%
01/09/2017;1,54%;0,30%;-0,13%;0,69%;0,00%
31/08/2017;-0,07%;0,00%;0,27%;0,08%;0,00%
30/08/2017;-0,62%;0,33%;-0,05%;0,19%;-0,96%
29/08/2017;0,44%;0,22%;-0,32%;-0,16%;-0,49%
28/08/2017;-0,08%;0,20%;0,04%;0,42%;1,54%
25/08/2017;-0,08%;0,42%;0,64%;0,02%;-0,47%
24/08/2017;0,93%;0,12%;0,95%;0,29%;0,86%
23/08/2017;0,67%;-1,33%;-0,18%;0,03%;-0,31%
22/08/2017;2,01%;1,07%;-0,72%;-0,07%;0,00%
21/08/2017;-0,12%;0,90%;-0,22%;0,24%;-0,27%
18/08/2017;1,09%;-1,25%;-0,59%;-0,18%;-0,57%
17/08/2017;-0,90%;-0,57%;0,18%;-0,35%;1,56%
16/08/2017;0,35%;-0,71%;-0,44%;0,33%;1,98%
15/08/2017;0,10%;-0,47%;-0,53%;-0,24%;0,40%
14/08/2017;1,37%;1,41%;-0,18%;-0,25%;0,16%
11/08/2017;0,55%;0,19%;0,42%;0,27%;-1,34%
10/08/2017;-1,00%;-0,71%;0,32%;0,02%;1,19%
09/08/2017;-0,34%;0,68%;0,18%;-0,17%;-1,17%
08/08/2017;-0,06%;0,07%;-0,52%;-0,20%;0,24%
07/08/2017;1,56%;-0,02%;0,10%;0,22%;0,04%
04/08/2017;0,18%;0,55%;0,31%;0,12%;-0,28%
03/08/2017;-0,53%;-0,33%;-0,67%;0,20%;0,95%
02/08/2017;0,93%;-0,11%;0,16%;0,18%;-1,33%
01/08/2017;0,90%;0,38%;-0,21%;-0,12%;1,04%
31/07/2017;0,65%;-0,51%;-0,96%;0,06%;0,71%
28/07/2017;0,34%;-0,54%;0,28%;0,07%;1,09%
27/07/2017;0,41%;0,00%;0,61%;0,48%;-1,22%
26/07/2017;-1,00%;-0,60%;0,48%;0,06%;0,26%
25/07/2017;0,87%;0,73%;0,25%;-0,29%;-0,67%
24/07/2017;0,64%;0,20%;0,46%;-0,06%;0,80%
21/07/2017;-0,39%;0,25%;0,17%;0,09%;-0,32%
20/07/2017;-0,37%;-0,52%;0,14%;-0,18%;-0,48%
19/07/2017;-0,24%;0,32%;0,10%;0,03%;-0,63%
18/07/2017;0,19%;-0,80%;-0,24%;0,17%;0,00%
17/07/2017;-0,34%;0,11%;0,35%;-0,09%;-0,24%
14/07/2017;0,40%;-0,29%;-0,47%;0,24%;-1,47%
13/07/2017;0,53%;-0,04%;-0,48%;-0,33%;0,78%
12/07/2017;1,57%;-0,44%;-0,18%;0,46%;-0,77%
11/07/2017;1,28%;-0,31%;-0,45%;-0,10%;-1,07%
10/07/2017;1,13%;-0,72%;0,32%;0,05%;-0,84%
07/07/2017;-0,24%;0,11%;0,31%;-0,02%;0,38%
06/07/2017;-1,08%;-0,66%;0,65%;-0,10%;-0,38%
05/07/2017;-0,12%;-3,33%;-0,47%;-0,58%;-0,83%
04/07/2017;-0,08%;1,75%;-0,42%;-0,26%;0,84%
03/07/2017;0,60%;1,31%;-0,43%;-0,07%;-1,87%
30/06/2017;1,06%;0,52%;-0,48%;0,43%;1,28%
29/06/2017;0,36%;-0,24%;-0,24%;0,12%;-0,53%
28/06/2017;0,56%;-0,04%;-0,65%;-0,37%;0,00%
27/06/2017;-0,82%;-0,36%;-0,48%;0,01%;1,53%
26/06/2017;1,80%;-1,12%;-0,79%;-0,08%;-2,24%
23/06/2017;-0,30%;0,06%;-0,39%;-0,27%;1,21%
22/06/2017;0,84%;0,08%;-0,74%;0,22%;-1,56%
21/06/2017;-0,01%;-0,02%;-0,51%;0,35%;0,37%
20/06/2017;-2,01%;0,65%;-0,39%;0,01%;0,48%
19/06/2017;0,63%;0,85%;0,43%;0,05%;0,42%
16/06/2017;-0,48%;0,10%;0,11%;0,11%;-1,56%
14/06/2017;0,15%;-0,84%;-0,20%;0,37%;-0,44%
13/06/2017;0,21%;0,37%;0,39%;-0,21%;0,30%
12/06/2017;-0,82%;0,55%;-0,24%;-0,29%;2,33%
09/06/2017;-0,87%;0,72%;-0,43%;0,37%;1,54%
08/06/2017;-0,66%;-0,31%;0,13%;-0,53%;-0,76%
07/06/2017;0,34%;-0,02%;-0,64%;0,13%;0,00%
06/06/2017;0,81%;-0,62%;-0,06%;0,11%;-0,83%
05/06/2017;-0,10%;1,19%;0,35%;-0,68%;0,38%
02/06/2017;0,36%;0,51%;0,31%;0,43%;-0,30%
01/06/2017;-0,67%;1,09%;0,52%;0,57%;0,38%
31/05/2017;-1,96%;-0,91%;0,25%;0,05%;0,77%
30/05/2017;0,32%;-2,25%;0,17%;-0,06%;-1,87%
29/05/2017;-0,51%;1,99%;-1,12%;0,15%;2,30%
26/05/2017;1,36%;-0,10%;0,67%;0,61%;-2,98%
25/05/2017;-0,05%;0,02%;0,75%;0,00%;6,94%
24/05/2017;0,95%;0,94%;-0,30%;0,44%;2,04%
23/05/2017;1,60%;0,17%;0,28%;0,24%;0,24%
22/05/2017;-1,54%;1,00%;-0,21%;-0,34%;-0,24%
19/05/2017;1,69%;-3,35%;-0,01%;1,24%;0,16%
18/05/2017;-8,80%;8,58%;1,29%;-3,01%;-0,73%
17/05/2017;-1,67%;-0,84%;0,29%;-0,03%;0,00%
16/05/2017;0,31%;-0,35%;-0,40%;0,25%;-0,96%
15/05/2017;0,37%;0,01%;-0,68%;0,39%;-0,32%
12/05/2017;1,01%;-0,95%;-0,15%;0,52%;0,40%
11/05/2017;0,28%;-0,66%;0,29%;-0,11%;-1,11%
10/05/2017;1,62%;-0,64%;-0,64%;0,04%;-0,41%
09/05/2017;1,15%;-0,20%;0,60%;0,18%;-1,92%
08/05/2017;-0,28%;0,58%;-0,08%;-0,02%;-0,08%
05/05/2017;1,31%;-0,01%;-0,64%;0,42%;0,08%
04/05/2017;-1,86%;0,88%;-0,05%;-0,35%;0,78%
03/05/2017;-0,94%;0,23%;-2,62%;0,29%;0,63%
02/05/2017;2,02%;-0,60%;8,64%;0,20%;-0,86%
28/04/2017;1,12%;-0,40%;0,49%;0,53%;0,23%
27/04/2017;-0,29%;0,49%;-0,28%;-0,06%;-0,47%
26/04/2017;-0,44%;0,51%;-0,89%;0,14%;1,62%
25/04/2017;1,18%;1,33%;-0,85%;-0,25%;-1,90%
24/04/2017;0,99%;0,06%;-0,15%;0,13%;-0,39%
20/04/2017;0,56%;0,82%;-0,79%;-0,06%;1,57%
19/04/2017;-1,17%;0,88%;-0,25%;-0,07%;1,19%
18/04/2017;-0,27%;0,11%;0,55%;0,04%;-1,18%
17/04/2017;2,40%;-0,51%;-0,05%;-0,09%;0,83%
13/04/2017;-1,67%;-0,31%;0,92%;0,07%;1,73%
12/04/2017;-0,73%;-0,52%;-0,74%;0,10%;-0,16%
11/04/2017;-0,45%;-0,12%;-0,81%;0,10%;0,48%
10/04/2017;0,09%;-0,26%;0,70%;-0,03%;-0,88%
07/04/2017;0,58%;0,18%;-0,26%;0,17%;0,40%
06/04/2017;-0,85%;1,11%;0,86%;0,23%;-0,48%
05/04/2017;-1,51%;0,28%;1,04%;-0,03%;-0,25%
04/04/2017;0,85%;-0,48%;-0,64%;0,14%;-0,07%
03/04/2017;0,35%;-0,05%;0,51%;-0,90%;1,62%
31/03/2017;-0,43%;-1,16%;1,09%;0,33%;-0,56%
30/03/2017;-0,40%;1,04%;-0,25%;0,46%;1,31%
29/03/2017;1,37%;-0,65%;-0,75%;-0,32%;1,32%
28/03/2017;0,52%;1,18%;-0,62%;-0,09%;0,00%
27/03/2017;0,71%;-0,26%;0,12%;-0,45%;-0,37%
24/03/2017;0,51%;-0,26%;0,05%;-0,06%;-0,45%
23/03/2017;0,01%;1,02%;0,34%;-0,22%;0,83%
22/03/2017;0,86%;0,57%;0,46%;0,21%;-0,66%
21/03/2017;-2,93%;-0,79%;0,77%;-0,33%;1,08%
20/03/2017;1,05%;-1,23%;-0,99%;-0,07%;-0,21%
17/03/2017;-2,39%;-0,45%;0,21%;-0,17%;-0,78%
16/03/2017;-0,68%;-0,13%;-1,63%;0,46%;-0,57%
15/03/2017;2,37%;-0,97%;1,40%;0,03%;1,32%
14/03/2017;-1,27%;0,42%;0,06%;-0,02%;-0,74%
13/03/2017;1,33%;0,23%;-0,24%;-0,15%;-1,62%
10/03/2017;0,14%;-1,41%;0,15%;0,20%;0,16%
09/03/2017;-0,21%;0,92%;-0,08%;-0,06%;-0,56%
08/03/2017;-1,56%;1,75%;0,11%;-0,24%;0,00%
07/03/2017;-0,90%;-1,27%;1,00%;0,26%;1,47%
06/03/2017;-0,67%;0,37%;0,57%;-0,13%;0,66%
03/03/2017;1,41%;-1,01%;-0,43%;0,51%;-0,57%
02/03/2017;-1,69%;1,35%;-0,57%;-0,17%;-0,08%
01/03/2017;0,49%;0,92%;-0,02%;0,25%;-0,33%
24/02/2017;-1,18%;1,66%;-1,74%;0,91%;0,66%
23/02/2017;-1,64%;-0,11%;-0,03%;0,06%;1,16%
22/02/2017;-0,67%;-1,27%;0,31%;0,72%;-0,33%
21/02/2017;0,76%;0,34%;-0,26%;0,21%;-0,82%
20/02/2017;1,16%;0,65%;-0,35%;0,29%;-0,81%
17/02/2017;-0,10%;0,31%;0,82%;0,40%;-0,40%
16/02/2017;-0,24%;0,79%;0,94%;-0,09%;1,01%
15/02/2017;1,89%;-0,19%;0,24%;0,08%;-0,02%
14/02/2017;-0,38%;-0,52%;-0,81%;0,63%;-0,73%
13/02/2017;1,28%;0,41%;0,73%;0,54%;1,82%
10/02/2017;1,79%;-0,28%;0,52%;-0,06%;0,83%
09/02/2017;0,20%;1,08%;-0,05%;0,15%;-0,34%
08/02/2017;0,99%;-0,08%;1,16%;0,18%;-1,05%
07/02/2017;0,32%;0,19%;-0,60%;0,08%;2,74%
06/02/2017;-1,48%;-0,28%;-0,47%;0,01%;-1,29%
03/02/2017;0,58%;0,83%;0,17%;0,28%;-0,17%
02/02/2017;-0,40%;-0,28%;-0,10%;0,42%;-1,88%
01/02/2017;0,26%;-0,43%;1,44%;-0,05%;-0,41%
31/01/2017;0,57%;0,60%;-0,87%;0,42%;0,00%
30/01/2017;-2,62%;-1,19%;-0,73%;0,14%;-0,40%
27/01/2017;-0,24%;-1,31%;-0,55%;0,05%;-1,20%
26/01/2017;0,53%;1,03%;0,06%;-0,21%;0,81%
24/01/2017;0,14%;0,94%;-0,10%;-0,10%;0,00%
23/01/2017;1,90%;-0,63%;-0,22%;0,37%;0,81%
20/01/2017;0,89%;-0,60%;-0,16%;0,16%;1,82%
19/01/2017;-0,31%;-0,74%;0,40%;0,11%;-0,41%
18/01/2017;-0,32%;0,40%;-0,20%;0,24%;-0,25%
17/01/2017;0,82%;-1,85%;0,14%;0,21%;0,17%
16/01/2017;0,28%;1,44%;-0,90%;0,23%;0,80%
13/01/2017;-0,47%;0,99%;0,67%;0,61%;-0,31%
12/01/2017;2,41%;-0,25%;-0,15%;0,47%;0,58%
11/01/2017;0,51%;0,07%;-0,89%;0,05%;-0,83%
10/01/2017;0,70%;-0,27%;-0,65%;0,46%;0,92%
09/01/2017;0,06%;-1,13%;0,38%;-0,31%;1,01%
06/01/2017;-0,65%;1,38%;0,11%;0,34%;-0,18%
05/01/2017;0,78%;-0,90%;0,13%;-0,03%;0,02%
04/01/2017;-0,36%;-0,41%;-0,97%;0,01%;0,42%
03/01/2017;3,73%;-3,04%;-0,61%;0,08%;0,67%
02/01/2017;-1,06%;3,53%;-0,30%;0,42%;-1,50%
29/12/2016;0,75%;-0,59%;0,35%;0,34%;-0,42%
28/12/2016;1,85%;-0,78%;-0,42%;-0,16%;-1,15%
27/12/2016;0,13%;-1,52%;0,62%;0,04%;-1,02%
26/12/2016;1,18%;1,94%;1,18%;0,44%;-0,45%
23/12/2016;1,19%;-0,44%;-1,53%;-0,27%;0,82%
22/12/2016;-0,68%;-1,28%;0,74%;-0,01%;-1,37%
21/12/2016;0,11%;-1,18%;-0,56%;0,58%;0,49%
20/12/2016;0,83%;-0,19%;0,12%;0,08%;-0,96%
19/12/2016;-2,19%;-0,47%;-0,22%;-0,19%;-1,03%
16/12/2016;-0,01%;0,44%;-0,63%;0,02%;-0,94%
15/12/2016;0,32%;-0,10%;-0,92%;0,32%;0,00%
14/12/2016;-1,80%;0,61%;-0,30%;-0,02%;0,00%
13/12/2016;0,17%;0,70%;0,42%;-0,46%;-1,32%
12/12/2016;-2,19%;-1,24%;0,00%;0,19%;-1,37%
09/12/2016;-0,29%;0,61%;-0,56%;0,60%;0,76%
08/12/2016;-1,20%;-0,03%;-0,01%;0,08%;1,97%
07/12/2016;0,53%;0,56%;0,23%;-0,02%;-1,55%
06/12/2016;2,10%;-0,03%;0,02%;0,20%;0,39%
05/12/2016;-0,80%;-0,97%;-1,82%;-0,39%;-1,15%
02/12/2016;1,36%;0,42%;0,02%;0,16%;1,01%
01/12/2016;-3,88%;1,78%;-0,86%;-0,05%;-0,17%
30/11/2016;1,51%;-0,62%;-0,57%;0,11%;-0,29%
29/11/2016;-2,97%;0,40%;0,20%;0,13%;-0,54%
28/11/2016;2,11%;-0,69%;-0,35%;0,14%;-0,91%
25/11/2016;0,27%;1,00%;2,20%;-0,03%;-1,35%
24/11/2016;-0,95%;0,00%;-0,71%;-0,05%;-1,04%
23/11/2016;0,05%;1,02%;-1,06%;-0,30%;0,30%
22/11/2016;1,45%;0,39%;-0,48%;0,43%;0,00%
21/11/2016;1,85%;-0,24%;-0,44%;-0,47%;-1,11%
18/11/2016;0,32%;-1,23%;0,33%;-0,15%;3,44%
17/11/2016;-1,63%;0,19%;-1,34%;0,19%;0,77%
16/11/2016;1,85%;0,52%;-0,71%;-0,09%;-0,99%
14/11/2016;0,80%;1,24%;-0,15%;-0,50%;-2,74%
11/11/2016;-3,30%;-0,51%;0,84%;-0,43%;0,37%
10/11/2016;-3,25%;5,54%;1,16%;-0,67%;1,13%
09/11/2016;-1,40%;3,10%;-0,27%;-0,20%;2,70%
08/11/2016;0,17%;-0,60%;0,19%;-0,14%;-0,38%
07/11/2016;3,98%;0,93%;-0,83%;-0,35%;1,56%
04/11/2016;-0,25%;-0,24%;0,86%;0,05%;0,79%
03/11/2016;-2,49%;-0,72%;0,18%;-0,46%;0,79%
01/11/2016;-2,46%;0,33%;1,35%;0,18%;0,00%
31/10/2016;0,96%;-0,10%;-0,12%;0,37%;-1,95%
28/10/2016;0,09%;0,82%;-1,18%;0,52%;0,39%
27/10/2016;0,66%;0,53%;-0,40%;0,30%;-0,47%
26/10/2016;-0,06%;0,70%;-0,38%;0,33%;0,47%
25/10/2016;-0,30%;-0,69%;-0,76%;0,19%;0,00%
24/10/2016;-0,08%;-0,53%;0,20%;0,29%;0,00%
21/10/2016;0,42%;0,29%;3,85%;0,17%;-0,27%
20/10/2016;0,52%;-0,78%;2,62%;0,15%;-0,11%
19/10/2016;-0,43%;-0,48%;0,73%;0,23%;-0,16%
18/10/2016;1,73%;0,11%;0,00%;0,39%;-0,62%
17/10/2016;1,50%;-0,28%;-1,31%;0,28%;0,00%
14/10/2016;1,06%;0,73%;0,43%;0,42%;-0,46%
13/10/2016;0,16%;-0,71%;0,80%;-0,01%;-2,03%
11/10/2016;-1,05%;-1,45%;0,76%;-0,08%;-1,26%
10/10/2016;0,92%;0,06%;-0,01%;0,25%;-3,24%
07/10/2016;0,77%;-0,46%;1,23%;0,04%;1,24%
06/10/2016;0,65%;0,35%;0,67%;-0,05%;0,59%
05/10/2016;1,54%;-0,72%;0,08%;0,28%;-0,51%
04/10/2016;-0,21%;1,15%;-0,38%;-0,32%;-0,51%
03/10/2016;1,87%;-1,78%;-0,89%;0,03%;-0,07%
30/09/2016;0,03%;0,33%;-0,04%;0,33%;0,00%
29/09/2016;-1,69%;0,07%;-0,61%;0,37%;0,73%
28/09/2016;1,67%;0,24%;-0,23%;0,12%;0,51%
27/09/2016;0,57%;0,18%;-0,28%;0,42%;-0,84%
26/09/2016;-1,10%;-0,76%;0,31%;0,16%;0,33%
23/09/2016;-0,50%;-0,04%;-0,70%;0,53%;-2,00%
22/09/2016;1,03%;1,23%;-0,15%;0,32%;-0,64%
21/09/2016;1,14%;-0,57%;0,03%;-0,01%;1,22%
20/09/2016;0,67%;-0,67%;-0,03%;0,03%;1,46%
19/09/2016;0,47%;0,48%;-0,54%;0,37%;-1,15%
16/09/2016;-1,43%;-1,62%;-0,15%;-0,12%;1,17%
15/09/2016;1,49%;-0,14%;0,48%;-0,10%;-0,72%
14/09/2016;0,42%;0,70%;-0,42%;0,35%;0,00%
13/09/2016;-3,01%;0,80%;-0,38%;-0,23%;0,73%
12/09/2016;1,01%;0,28%;0,70%;-0,19%;0,37%
09/09/2016;-3,71%;-0,45%;-0,74%;-0,18%;1,45%
08/09/2016;0,17%;0,12%;0,36%;0,32%;-1,79%
06/09/2016;0,95%;-0,89%;-0,13%;-0,14%;-0,36%
05/09/2016;-0,08%;0,01%;0,49%;0,01%;0,73%
02/09/2016;2,37%;0,38%;0,71%;0,76%;0,00%
01/09/2016;0,58%;0,52%;-1,21%;-0,37%;-1,30%
31/08/2016;-1,15%;-0,47%;-0,41%;0,25%;1,39%
30/08/2016;-0,06%;-0,14%;-0,29%;0,01%;-0,94%
29/08/2016;1,55%;-0,41%;-1,12%;0,23%;-1,29%
26/08/2016;-0,01%;1,13%;-0,97%;0,38%;1,09%
25/08/2016;0,01%;-0,12%;0,19%;0,18%;0,51%
24/08/2016;-0,52%;-0,64%;0,88%;0,16%;2,08%
23/08/2016;0,41%;1,02%;0,36%;-0,06%;-1,10%
22/08/2016;-2,23%;-0,07%;0,66%;-0,08%;0,37%
19/08/2016;-0,11%;-1,07%;2,20%;0,46%;0,67%
18/08/2016;-0,27%;1,16%;-1,60%;0,00%;-0,22%
17/08/2016;0,80%;0,56%;-0,82%;-0,78%;-0,88%
16/08/2016;-0,49%;-0,50%;0,89%;-0,08%;0,81%
15/08/2016;1,45%;0,56%;-0,13%;0,15%;-3,57%
12/08/2016;0,00%;1,33%;0,21%;0,23%;-0,21%
11/08/2016;2,42%;0,85%;-0,38%;-0,15%;-1,41%
10/08/2016;-1,33%;-0,85%;-0,27%;0,02%;0,78%
09/08/2016;0,09%;-0,49%;1,43%;-0,12%;0,64%
08/08/2016;-0,04%;-0,18%;-0,51%;0,14%;-0,14%
05/08/2016;0,12%;0,00%;-0,16%;0,03%;1,08%
04/08/2016;0,91%;-1,37%;1,00%;0,44%;1,22%
03/08/2016;1,63%;-0,45%;-0,34%;0,03%;-0,49%
02/08/2016;-1,05%;-0,68%;-0,32%;0,40%;0,08%
01/08/2016;-0,96%;0,62%;0,16%;-0,06%;-0,79%
29/07/2016;1,13%;-1,60%;-0,10%;-0,01%;1,82%
28/07/2016;-0,33%;1,09%;1,57%;0,04%;-1,85%
27/07/2016;0,12%;-0,16%;0,24%;0,41%;0,43%
26/07/2016;-0,16%;-0,43%;0,22%;-0,17%;-0,99%
25/07/2016;-0,23%;0,57%;0,76%;0,36%;1,52%
22/07/2016;0,64%;-0,27%;0,20%;0,58%;-2,27%
21/07/2016;0,11%;0,66%;-0,64%;0,30%;0,71%
20/07/2016;-0,21%;0,22%;-0,84%;0,55%;-2,10%
19/07/2016;0,38%;0,01%;-0,28%;0,90%;-1,11%
18/07/2016;1,63%;-0,41%;-1,01%;0,71%;-0,96%
15/07/2016;0,18%;0,29%;-1,68%;0,71%;1,04%
14/07/2016;1,62%;0,19%;0,75%;0,37%;1,05%
13/07/2016;0,63%;-0,68%;-0,53%;0,06%;2,14%
12/07/2016;0,55%;0,18%;0,84%;-0,02%;1,30%
11/07/2016;1,54%;0,76%;-1,07%;0,19%;1,62%
08/07/2016;2,16%;-0,38%;-0,24%;0,37%;-0,37%
07/07/2016;0,22%;0,76%;0,09%;0,12%;-1,80%
06/07/2016;0,11%;1,52%;-0,09%;-0,16%;-3,47%
05/07/2016;-1,38%;2,11%;-0,11%;0,02%;1,05%
04/07/2016;0,64%;-0,60%;0,83%;-0,09%;5,32%
01/07/2016;1,37%;0,85%;0,22%;0,57%;-3,01%
30/06/2016;1,03%;0,46%;-0,88%;0,16%;0,36%
29/06/2016;1,99%;-0,36%;0,51%;0,17%;-0,64%
28/06/2016;1,55%;-0,74%;-0,07%;0,21%;-1,48%
27/06/2016;-1,72%;-1,33%;1,07%;-0,04%;-0,63%
24/06/2016;-2,82%;-2,70%;-1,78%;-0,07%;-0,07%
23/06/2016;2,80%;0,14%;0,45%;-0,09%;0,00%
22/06/2016;-1,34%;-0,94%;-0,85%;-0,03%;-0,42%
21/06/2016;1,01%;0,26%;0,19%;-0,07%;2,57%
20/06/2016;1,61%;0,11%;-1,26%;0,08%;1,45%
17/06/2016;0,25%;-1,79%;0,44%;-0,07%;1,47%
16/06/2016;1,02%;0,38%;1,03%;-0,10%;-1,09%
15/06/2016;0,55%;-0,52%;1,31%;0,16%;-1,08%
14/06/2016;-2,04%;-0,19%;0,56%;-0,39%;-0,92%
13/06/2016;0,48%;0,69%;0,62%;-0,21%;1,59%
10/06/2016;-3,32%;0,05%;-1,04%;0,36%;-1,00%
09/06/2016;-0,99%;0,60%;-2,50%;0,13%;-0,57%
08/06/2016;2,26%;-1,86%;-1,97%;0,86%;1,52%
07/06/2016;0,11%;-1,14%;0,48%;-0,53%;-1,57%
06/06/2016;-0,37%;-0,47%;0,71%;0,60%;-0,57%
03/06/2016;1,47%;-1,84%;-1,03%;0,03%;1,58%
02/06/2016;1,78%;0,05%;-0,04%;0,11%;-2,46%
01/06/2016;1,12%;-0,49%;0,18%;0,32%;0,56%
31/05/2016;-1,01%;-0,45%;-1,56%;0,18%;-1,39%
30/05/2016;-0,18%;0,38%;-1,52%;0,43%;-0,21%
27/05/2016;-0,87%;0,99%;0,39%;0,10%;1,41%
25/05/2016;0,28%;1,08%;-0,20%;0,06%;0,00%
24/05/2016;0,03%;1,47%;0,89%;0,25%;-0,70%
23/05/2016;-0,79%;1,30%;0,79%;-0,37%;1,42%
20/05/2016;-0,82%;-0,60%;1,31%;0,25%;0,79%
19/05/2016;-0,85%;-0,32%;-0,24%;-0,52%;-0,07%
18/05/2016;-0,55%;2,10%;-2,44%;-0,05%;-2,23%
17/05/2016;-1,86%;-1,29%;-1,01%;0,25%;-0,42%
16/05/2016;0,00%;0,42%;-0,88%;0,70%;-0,83%
13/05/2016;-2,70%;0,42%;-1,54%;0,61%;0,35%
12/05/2016;0,90%;0,93%;-0,46%;0,82%;-1,03%
11/05/2016;-0,58%;-0,04%;0,49%;0,37%;1,74%
10/05/2016;4,08%;-1,57%;-0,13%;0,79%;0,35%
09/05/2016;-1,41%;0,36%;-0,47%;-0,46%;1,42%
06/05/2016;0,09%;-0,67%;1,02%;0,44%;0,71%
05/05/2016;-1,68%;-0,13%;0,88%;0,33%;0,00%
04/05/2016;0,56%;-1,18%;-0,47%;-0,40%;0,00%
03/05/2016;-2,43%;1,13%;0,68%;-0,32%;-1,34%
02/05/2016;-0,65%;2,49%;-1,62%;0,26%;0,28%
29/04/2016;-0,74%;-2,09%;1,80%;0,28%;0,78%
28/04/2016;-0,30%;-1,83%;0,94%;0,41%;-1,54%
27/04/2016;2,63%;0,22%;0,01%;0,43%;1,86%
26/04/2016;2,35%;-0,50%;-0,02%;0,66%;1,82%
25/04/2016;-1,98%;-0,68%;0,47%;0,26%;-2,14%
22/04/2016;-1,35%;0,48%;0,67%;0,14%;0,32%
20/04/2016;-0,15%;0,14%;-0,37%;0,36%;-0,67%
19/04/2016;1,54%;-3,92%;-1,74%;-0,03%;-1,40%
18/04/2016;-0,63%;8,71%;0,07%;0,20%;-2,65%
15/04/2016;1,56%;-2,17%;0,19%;0,88%;2,87%
14/04/2016;-1,39%;-3,06%;-0,29%;0,17%;-1,42%
13/04/2016;2,21%;3,86%;-0,43%;0,55%;2,01%
12/04/2016;3,66%;0,30%;1,60%;0,52%;2,90%
11/04/2016;-0,25%;-2,49%;1,40%;-0,13%;-3,83%
08/04/2016;3,67%;-2,12%;-1,38%;0,49%;0,42%
07/04/2016;0,87%;-0,08%;-0,86%;-0,37%;-0,76%
06/04/2016;-1,95%;0,16%;-0,01%;0,19%;1,19%
05/04/2016;0,56%;0,66%;-0,48%;-0,20%;-0,84%
04/04/2016;-3,52%;1,20%;-1,00%;-0,41%;-0,42%
01/04/2016;1,01%;-0,24%;0,92%;0,11%;0,07%
31/03/2016;-2,33%;-0,86%;-0,10%;0,48%;0,00%
30/03/2016;0,18%;-0,18%;-1,02%;-0,09%;0,35%
29/03/2016;0,62%;1,12%;1,78%;0,71%;-2,05%
28/03/2016;2,38%;-1,27%;0,43%;0,98%;-2,33%
24/03/2016;-0,07%;0,71%;-0,86%;-0,25%;0,74%
23/03/2016;-2,59%;0,70%;0,06%;0,35%;3,40%
22/03/2016;-0,32%;-0,67%;0,35%;1,01%;-0,35%
21/03/2016;0,70%;1,12%;-3,03%;-0,34%;-2,03%
18/03/2016;-0,19%;-1,38%;-1,45%;0,87%;0,00%
17/03/2016;6,60%;-1,96%;0,47%;1,13%;-4,53%
16/03/2016;1,34%;0,20%;0,46%;-0,15%;0,65%
15/03/2016;-3,56%;2,80%;1,98%;-0,41%;2,20%
14/03/2016;-1,55%;1,84%;0,20%;0,71%;-1,96%
11/03/2016;0,14%;0,54%;0,59%;0,45%;-0,85%
10/03/2016;1,86%;-1,71%;-1,46%;0,32%;-0,96%
09/03/2016;-0,89%;-1,74%;-1,56%;0,57%;-1,45%
08/03/2016;-0,29%;-1,54%;0,77%;0,05%;1,47%
07/03/2016;0,33%;0,79%;-1,46%;0,04%;-0,19%
04/03/2016;4,01%;-0,60%;1,14%;1,19%;0,19%
03/03/2016;5,12%;-2,21%;1,27%;0,54%;0,52%
02/03/2016;1,75%;-0,41%;-0,43%;0,70%;1,44%
01/03/2016;3,10%;-0,05%;0,23%;-0,08%;-3,77%
29/02/2016;2,89%;-0,37%;-0,82%;0,09%;0,63%
26/02/2016;-0,70%;1,01%;-4,29%;0,56%;1,94%
25/02/2016;-0,47%;1,20%;2,59%;0,45%;-2,52%
24/02/2016;-1,03%;0,52%;2,42%;0,81%;2,65%
